 ell ,  cell_SW ,  cell_ISW ,  cell_DOP , cell_POL , 
1541 , 134.501 , 0.225507 , 67.091 , 22.7667 , 
1542 , 133.956 , 0.224082 , 66.8664 , 22.8421 , 
1543 , 133.451 , 0.222661 , 66.6411 , 22.9179 , 
1544 , 132.986 , 0.221244 , 66.4152 , 22.9938 , 
1545 , 132.56 , 0.219831 , 66.1887 , 23.0699 , 
1546 , 132.175 , 0.218422 , 65.9617 , 23.146 , 
1547 , 131.83 , 0.217017 , 65.7343 , 23.2222 , 
1548 , 131.524 , 0.215618 , 65.5066 , 23.2984 , 
1549 , 131.258 , 0.214222 , 65.2784 , 23.3744 , 
1550 , 131.032 , 0.212832 , 65.0501 , 23.4502 , 
1551 , 130.846 , 0.211447 , 64.8215 , 23.5258 , 
1552 , 130.698 , 0.210067 , 64.5928 , 23.6011 , 
1553 , 130.59 , 0.208692 , 64.3639 , 23.6761 , 
1554 , 130.519 , 0.207322 , 64.135 , 23.7507 , 
1555 , 130.486 , 0.205958 , 63.9061 , 23.8249 , 
1556 , 130.49 , 0.204599 , 63.6772 , 23.8988 , 
1557 , 130.531 , 0.203245 , 63.4484 , 23.9721 , 
1558 , 130.607 , 0.201897 , 63.2198 , 24.045 , 
1559 , 130.719 , 0.200554 , 62.9913 , 24.1174 , 
1560 , 130.865 , 0.199216 , 62.7631 , 24.1892 , 
1561 , 131.046 , 0.197884 , 62.5351 , 24.2604 , 
1562 , 131.26 , 0.196558 , 62.3075 , 24.331 , 
1563 , 131.507 , 0.195238 , 62.0803 , 24.4009 , 
1564 , 131.787 , 0.193923 , 61.8535 , 24.4701 , 
1565 , 132.098 , 0.192614 , 61.6272 , 24.5386 , 
1566 , 132.441 , 0.19131 , 61.4014 , 24.6063 , 
1567 , 132.815 , 0.190013 , 61.1763 , 24.6731 , 
1568 , 133.218 , 0.188721 , 60.9517 , 24.7392 , 
1569 , 133.651 , 0.187435 , 60.7279 , 24.8043 , 
1570 , 134.113 , 0.186156 , 60.5048 , 24.8686 , 
1571 , 134.604 , 0.184882 , 60.2825 , 24.9319 , 
1572 , 135.122 , 0.183614 , 60.0611 , 24.9941 , 
1573 , 135.667 , 0.182353 , 59.8405 , 25.0554 , 
1574 , 136.239 , 0.181098 , 59.621 , 25.1156 , 
1575 , 136.836 , 0.179849 , 59.4024 , 25.1747 , 
1576 , 137.459 , 0.178606 , 59.1849 , 25.2326 , 
1577 , 138.106 , 0.17737 , 58.9685 , 25.2894 , 
1578 , 138.777 , 0.17614 , 58.7533 , 25.3449 , 
1579 , 139.472 , 0.174916 , 58.5393 , 25.3992 , 
1580 , 140.189 , 0.173699 , 58.3266 , 25.4522 , 
1581 , 140.929 , 0.172488 , 58.1153 , 25.5038 , 
1582 , 141.689 , 0.171285 , 57.9053 , 25.5541 , 
1583 , 142.471 , 0.170087 , 57.6968 , 25.6029 , 
1584 , 143.273 , 0.168897 , 57.4898 , 25.6503 , 
1585 , 144.094 , 0.167713 , 57.2844 , 25.6962 , 
1586 , 144.934 , 0.166536 , 57.0805 , 25.7406 , 
1587 , 145.793 , 0.165366 , 56.8784 , 25.7834 , 
1588 , 146.668 , 0.164203 , 56.6779 , 25.8246 , 
1589 , 147.561 , 0.163046 , 56.4793 , 25.8641 , 
1590 , 148.47 , 0.161897 , 56.2825 , 25.902 , 
1591 , 149.394 , 0.160755 , 56.0876 , 25.9381 , 
1592 , 150.333 , 0.15962 , 55.8947 , 25.9724 , 
1593 , 151.287 , 0.158492 , 55.7038 , 26.005 , 
1594 , 152.253 , 0.157371 , 55.5149 , 26.0356 , 
1595 , 153.233 , 0.156258 , 55.3282 , 26.0644 , 
1596 , 154.224 , 0.155151 , 55.1437 , 26.0912 , 
1597 , 155.227 , 0.154053 , 54.9615 , 26.1161 , 
1598 , 156.241 , 0.152961 , 54.7815 , 26.1389 , 
1599 , 157.264 , 0.151877 , 54.604 , 26.1597 , 
1600 , 158.297 , 0.150801 , 54.4288 , 26.1784 , 
1601 , 159.339 , 0.149732 , 54.2562 , 26.1949 , 
1602 , 160.388 , 0.148671 , 54.086 , 26.2093 , 
1603 , 161.445 , 0.147618 , 53.9184 , 26.2215 , 
1604 , 162.51 , 0.146572 , 53.7532 , 26.2317 , 
1605 , 163.58 , 0.145533 , 53.5905 , 26.2397 , 
1606 , 164.657 , 0.144503 , 53.4303 , 26.2457 , 
1607 , 165.74 , 0.143479 , 53.2725 , 26.2495 , 
1608 , 166.827 , 0.142464 , 53.1173 , 26.2513 , 
1609 , 167.919 , 0.141455 , 52.9646 , 26.2511 , 
1610 , 169.015 , 0.140455 , 52.8143 , 26.2488 , 
1611 , 170.114 , 0.139462 , 52.6665 , 26.2444 , 
1612 , 171.217 , 0.138476 , 52.5212 , 26.2381 , 
1613 , 172.322 , 0.137498 , 52.3783 , 26.2297 , 
1614 , 173.429 , 0.136527 , 52.238 , 26.2194 , 
1615 , 174.537 , 0.135564 , 52.1001 , 26.207 , 
1616 , 175.647 , 0.134609 , 51.9647 , 26.1927 , 
1617 , 176.756 , 0.133661 , 51.8317 , 26.1764 , 
1618 , 177.866 , 0.13272 , 51.7012 , 26.1582 , 
1619 , 178.974 , 0.131787 , 51.5732 , 26.138 , 
1620 , 180.082 , 0.130862 , 51.4477 , 26.1159 , 
1621 , 181.187 , 0.129943 , 51.3246 , 26.0919 , 
1622 , 182.291 , 0.129033 , 51.204 , 26.066 , 
1623 , 183.391 , 0.128129 , 51.0858 , 26.0383 , 
1624 , 184.488 , 0.127234 , 50.9701 , 26.0086 , 
1625 , 185.581 , 0.126345 , 50.8568 , 25.9771 , 
1626 , 186.67 , 0.125464 , 50.746 , 25.9437 , 
1627 , 187.753 , 0.124591 , 50.6377 , 25.9085 , 
1628 , 188.831 , 0.123724 , 50.5317 , 25.8715 , 
1629 , 189.902 , 0.122866 , 50.4283 , 25.8327 , 
1630 , 190.967 , 0.122014 , 50.3273 , 25.7921 , 
1631 , 192.025 , 0.12117 , 50.2287 , 25.7497 , 
1632 , 193.074 , 0.120334 , 50.1325 , 25.7056 , 
1633 , 194.115 , 0.119504 , 50.0388 , 25.6597 , 
1634 , 195.147 , 0.118682 , 49.9476 , 25.6121 , 
1635 , 196.169 , 0.117868 , 49.8587 , 25.5627 , 
1636 , 197.181 , 0.11706 , 49.7723 , 25.5117 , 
1637 , 198.182 , 0.11626 , 49.6883 , 25.4589 , 
1638 , 199.172 , 0.115467 , 49.6067 , 25.4045 , 
1639 , 200.149 , 0.114682 , 49.5276 , 25.3484 , 
1640 , 201.114 , 0.113904 , 49.4509 , 25.2906 , 
1641 , 202.066 , 0.113133 , 49.3765 , 25.2312 , 
1642 , 203.004 , 0.112369 , 49.3046 , 25.1702 , 
1643 , 203.928 , 0.111613 , 49.2351 , 25.1076 , 
1644 , 204.836 , 0.110863 , 49.168 , 25.0433 , 
1645 , 205.73 , 0.110121 , 49.1033 , 24.9776 , 
1646 , 206.606 , 0.109387 , 49.041 , 24.9102 , 
1647 , 207.466 , 0.108659 , 48.9811 , 24.8413 , 
1648 , 208.309 , 0.107939 , 48.9236 , 24.7709 , 
1649 , 209.133 , 0.107225 , 48.8685 , 24.6989 , 
1650 , 209.939 , 0.106519 , 48.8158 , 24.6254 , 
1651 , 210.726 , 0.10582 , 48.7654 , 24.5505 , 
1652 , 211.493 , 0.105128 , 48.7174 , 24.4741 , 
1653 , 212.24 , 0.104444 , 48.6717 , 24.3963 , 
1654 , 212.968 , 0.103766 , 48.6282 , 24.317 , 
1655 , 213.676 , 0.103095 , 48.587 , 24.2364 , 
1656 , 214.363 , 0.102432 , 48.548 , 24.1544 , 
1657 , 215.03 , 0.101775 , 48.5112 , 24.0711 , 
1658 , 215.676 , 0.101126 , 48.4765 , 23.9865 , 
1659 , 216.302 , 0.100483 , 48.4438 , 23.9006 , 
1660 , 216.907 , 0.0998479 , 48.4132 , 23.8134 , 
1661 , 217.491 , 0.0992194 , 48.3846 , 23.7251 , 
1662 , 218.053 , 0.0985978 , 48.358 , 23.6355 , 
1663 , 218.594 , 0.0979832 , 48.3333 , 23.5448 , 
1664 , 219.114 , 0.0973755 , 48.3105 , 23.4529 , 
1665 , 219.611 , 0.0967747 , 48.2895 , 23.36 , 
1666 , 220.087 , 0.0961808 , 48.2704 , 23.2659 , 
1667 , 220.54 , 0.0955937 , 48.253 , 23.1708 , 
1668 , 220.972 , 0.0950135 , 48.2373 , 23.0747 , 
1669 , 221.38 , 0.0944401 , 48.2234 , 22.9776 , 
1670 , 221.766 , 0.0938736 , 48.211 , 22.8795 , 
1671 , 222.129 , 0.0933138 , 48.2003 , 22.7804 , 
1672 , 222.468 , 0.0927607 , 48.1912 , 22.6805 , 
1673 , 222.785 , 0.0922145 , 48.1836 , 22.5796 , 
1674 , 223.078 , 0.0916749 , 48.1774 , 22.478 , 
1675 , 223.347 , 0.0911421 , 48.1727 , 22.3754 , 
1676 , 223.593 , 0.0906159 , 48.1694 , 22.2721 , 
1677 , 223.814 , 0.0900964 , 48.1675 , 22.1681 , 
1678 , 224.011 , 0.0895836 , 48.1669 , 22.0633 , 
1679 , 224.184 , 0.0890773 , 48.1675 , 21.9578 , 
1680 , 224.332 , 0.0885777 , 48.1694 , 21.8516 , 
1681 , 224.455 , 0.0880847 , 48.1725 , 21.7447 , 
1682 , 224.554 , 0.0875982 , 48.1767 , 21.6373 , 
1683 , 224.627 , 0.0871183 , 48.182 , 21.5293 , 
1684 , 224.674 , 0.0866449 , 48.1884 , 21.4207 , 
1685 , 224.696 , 0.086178 , 48.1958 , 21.3116 , 
1686 , 224.693 , 0.0857175 , 48.2042 , 21.202 , 
1687 , 224.663 , 0.0852635 , 48.2135 , 21.0919 , 
1688 , 224.607 , 0.084816 , 48.2236 , 20.9814 , 
1689 , 224.525 , 0.0843748 , 48.2347 , 20.8705 , 
1690 , 224.416 , 0.08394 , 48.2464 , 20.7593 , 
1691 , 224.28 , 0.0835116 , 48.259 , 20.6477 , 
1692 , 224.118 , 0.0830895 , 48.2722 , 20.5358 , 
1693 , 223.928 , 0.0826738 , 48.2861 , 20.4236 , 
1694 , 223.711 , 0.0822643 , 48.3007 , 20.3112 , 
1695 , 223.466 , 0.0818611 , 48.3157 , 20.1986 , 
1696 , 223.194 , 0.0814641 , 48.3313 , 20.0858 , 
1697 , 222.893 , 0.0810733 , 48.3474 , 19.9729 , 
1698 , 222.565 , 0.0806888 , 48.3639 , 19.8599 , 
1699 , 222.208 , 0.0803104 , 48.3807 , 19.7468 , 
1700 , 221.822 , 0.0799381 , 48.3979 , 19.6336 , 
1701 , 221.408 , 0.0795719 , 48.4154 , 19.5205 , 
1702 , 220.965 , 0.0792119 , 48.4331 , 19.4073 , 
1703 , 220.495 , 0.0788578 , 48.4511 , 19.2942 , 
1704 , 219.996 , 0.0785098 , 48.4692 , 19.1812 , 
1705 , 219.471 , 0.0781676 , 48.4875 , 19.0683 , 
1706 , 218.919 , 0.0778314 , 48.5059 , 18.9554 , 
1707 , 218.34 , 0.0775011 , 48.5244 , 18.8428 , 
1708 , 217.735 , 0.0771766 , 48.5429 , 18.7303 , 
1709 , 217.105 , 0.0768578 , 48.5615 , 18.6181 , 
1710 , 216.45 , 0.0765448 , 48.58 , 18.506 , 
1711 , 215.77 , 0.0762375 , 48.5985 , 18.3943 , 
1712 , 215.066 , 0.0759358 , 48.617 , 18.2828 , 
1713 , 214.338 , 0.0756397 , 48.6353 , 18.1716 , 
1714 , 213.586 , 0.0753492 , 48.6534 , 18.0608 , 
1715 , 212.811 , 0.0750642 , 48.6714 , 17.9504 , 
1716 , 212.014 , 0.0747846 , 48.6891 , 17.8404 , 
1717 , 211.194 , 0.0745105 , 48.7066 , 17.7308 , 
1718 , 210.353 , 0.0742417 , 48.7238 , 17.6217 , 
1719 , 209.491 , 0.0739783 , 48.7406 , 17.5131 , 
1720 , 208.607 , 0.0737201 , 48.7571 , 17.405 , 
1721 , 207.703 , 0.0734672 , 48.7732 , 17.2974 , 
1722 , 206.779 , 0.0732195 , 48.7889 , 17.1904 , 
1723 , 205.836 , 0.0729769 , 48.8041 , 17.0841 , 
1724 , 204.873 , 0.0727394 , 48.8188 , 16.9783 , 
1725 , 203.892 , 0.0725069 , 48.833 , 16.8733 , 
1726 , 202.893 , 0.0722794 , 48.8466 , 16.7689 , 
1727 , 201.876 , 0.0720569 , 48.8596 , 16.6653 , 
1728 , 200.841 , 0.0718393 , 48.8719 , 16.5624 , 
1729 , 199.79 , 0.0716265 , 48.8836 , 16.4603 , 
1730 , 198.722 , 0.0714185 , 48.8945 , 16.3591 , 
1731 , 197.639 , 0.0712152 , 48.9046 , 16.2586 , 
1732 , 196.54 , 0.0710167 , 48.914 , 16.1591 , 
1733 , 195.426 , 0.0708228 , 48.9225 , 16.0605 , 
1734 , 194.297 , 0.0706335 , 48.9302 , 15.9628 , 
1735 , 193.154 , 0.0704488 , 48.937 , 15.8661 , 
1736 , 191.998 , 0.0702685 , 48.9428 , 15.7704 , 
1737 , 190.829 , 0.0700927 , 48.9476 , 15.6757 , 
1738 , 189.647 , 0.0699213 , 48.9514 , 15.5821 , 
1739 , 188.453 , 0.0697542 , 48.9541 , 15.4896 , 
1740 , 187.247 , 0.0695914 , 48.9557 , 15.3982 , 
1741 , 186.03 , 0.0694329 , 48.9562 , 15.308 , 
1742 , 184.803 , 0.0692785 , 48.9556 , 15.219 , 
1743 , 183.565 , 0.0691282 , 48.9537 , 15.1312 , 
1744 , 182.317 , 0.0689821 , 48.9505 , 15.0446 , 
1745 , 181.06 , 0.0688399 , 48.946 , 14.9594 , 
1746 , 179.795 , 0.0687017 , 48.9403 , 14.8755 , 
1747 , 178.521 , 0.0685675 , 48.9331 , 14.7929 , 
1748 , 177.24 , 0.0684371 , 48.9245 , 14.7117 , 
1749 , 175.951 , 0.0683104 , 48.9145 , 14.632 , 
1750 , 174.656 , 0.0681876 , 48.903 , 14.5536 , 
1751 , 173.355 , 0.0680684 , 48.8899 , 14.4768 , 
1752 , 172.047 , 0.0679529 , 48.8753 , 14.4015 , 
1753 , 170.735 , 0.067841 , 48.8592 , 14.3276 , 
1754 , 169.417 , 0.0677327 , 48.8415 , 14.2553 , 
1755 , 168.096 , 0.067628 , 48.8222 , 14.1844 , 
1756 , 166.77 , 0.0675269 , 48.8014 , 14.115 , 
1757 , 165.441 , 0.0674292 , 48.779 , 14.0471 , 
1758 , 164.109 , 0.067335 , 48.755 , 13.9806 , 
1759 , 162.774 , 0.0672442 , 48.7295 , 13.9157 , 
1760 , 161.437 , 0.0671569 , 48.7023 , 13.8522 , 
1761 , 160.099 , 0.0670729 , 48.6736 , 13.7902 , 
1762 , 158.759 , 0.0669922 , 48.6432 , 13.7297 , 
1763 , 157.419 , 0.0669149 , 48.6113 , 13.6707 , 
1764 , 156.079 , 0.0668408 , 48.5777 , 13.6131 , 
1765 , 154.739 , 0.06677 , 48.5425 , 13.5571 , 
1766 , 153.4 , 0.0667024 , 48.5057 , 13.5025 , 
1767 , 152.062 , 0.066638 , 48.4672 , 13.4494 , 
1768 , 150.725 , 0.0665767 , 48.4271 , 13.3978 , 
1769 , 149.391 , 0.0665185 , 48.3854 , 13.3476 , 
1770 , 148.06 , 0.0664634 , 48.342 , 13.2989 , 
1771 , 146.732 , 0.0664113 , 48.2969 , 13.2517 , 
1772 , 145.408 , 0.0663623 , 48.2502 , 13.206 , 
1773 , 144.088 , 0.0663162 , 48.2018 , 13.1617 , 
1774 , 142.772 , 0.066273 , 48.1518 , 13.119 , 
1775 , 141.462 , 0.0662327 , 48.1 , 13.0776 , 
1776 , 140.157 , 0.0661953 , 48.0466 , 13.0378 , 
1777 , 138.859 , 0.0661608 , 47.9914 , 12.9994 , 
1778 , 137.567 , 0.066129 , 47.9346 , 12.9625 , 
1779 , 136.283 , 0.0660999 , 47.876 , 12.9271 , 
1780 , 135.006 , 0.0660736 , 47.8158 , 12.8931 , 
1781 , 133.738 , 0.06605 , 47.7538 , 12.8606 , 
1782 , 132.478 , 0.066029 , 47.6901 , 12.8296 , 
1783 , 131.228 , 0.0660106 , 47.6246 , 12.8 , 
1784 , 129.987 , 0.0659948 , 47.5574 , 12.7719 , 
1785 , 128.757 , 0.0659816 , 47.4885 , 12.7453 , 
1786 , 127.537 , 0.0659708 , 47.4178 , 12.7201 , 
1787 , 126.329 , 0.0659625 , 47.3453 , 12.6964 , 
1788 , 125.133 , 0.0659566 , 47.2711 , 12.6741 , 
1789 , 123.949 , 0.0659531 , 47.1951 , 12.6533 , 
1790 , 122.778 , 0.065952 , 47.1173 , 12.634 , 
1791 , 121.621 , 0.0659531 , 47.0377 , 12.6161 , 
1792 , 120.477 , 0.0659566 , 46.9564 , 12.5996 , 
1793 , 119.349 , 0.0659622 , 46.8732 , 12.5846 , 
1794 , 118.235 , 0.0659701 , 46.7882 , 12.5711 , 
1795 , 117.137 , 0.0659801 , 46.7015 , 12.559 , 
1796 , 116.055 , 0.0659922 , 46.6129 , 12.5484 , 
1797 , 114.99 , 0.0660064 , 46.5224 , 12.5392 , 
1798 , 113.942 , 0.0660226 , 46.4302 , 12.5314 , 
1799 , 112.912 , 0.0660408 , 46.3361 , 12.5251 , 
1800 , 111.901 , 0.066061 , 46.2401 , 12.5202 , 
1801 , 110.908 , 0.066083 , 46.1423 , 12.5168 , 
1802 , 109.934 , 0.066107 , 46.0427 , 12.5148 , 
1803 , 108.98 , 0.0661329 , 45.9413 , 12.5142 , 
1804 , 108.044 , 0.0661606 , 45.8381 , 12.5149 , 
1805 , 107.127 , 0.0661901 , 45.7331 , 12.517 , 
1806 , 106.23 , 0.0662214 , 45.6264 , 12.5204 , 
1807 , 105.351 , 0.0662546 , 45.518 , 12.5251 , 
1808 , 104.491 , 0.0662895 , 45.4079 , 12.531 , 
1809 , 103.651 , 0.0663261 , 45.2961 , 12.5381 , 
1810 , 102.83 , 0.0663645 , 45.1826 , 12.5465 , 
1811 , 102.027 , 0.0664045 , 45.0676 , 12.556 , 
1812 , 101.244 , 0.0664463 , 44.9509 , 12.5667 , 
1813 , 100.48 , 0.0664897 , 44.8327 , 12.5785 , 
1814 , 99.7356 , 0.0665348 , 44.713 , 12.5913 , 
1815 , 99.0099 , 0.0665814 , 44.5917 , 12.6053 , 
1816 , 98.3035 , 0.0666297 , 44.4689 , 12.6202 , 
1817 , 97.6163 , 0.0666795 , 44.3446 , 12.6362 , 
1818 , 96.9483 , 0.0667309 , 44.2189 , 12.6531 , 
1819 , 96.2995 , 0.0667838 , 44.0918 , 12.671 , 
1820 , 95.67 , 0.0668382 , 43.9632 , 12.6898 , 
1821 , 95.0598 , 0.0668941 , 43.8333 , 12.7095 , 
1822 , 94.4688 , 0.0669515 , 43.702 , 12.7301 , 
1823 , 93.8971 , 0.0670103 , 43.5694 , 12.7515 , 
1824 , 93.3447 , 0.0670705 , 43.4356 , 12.7737 , 
1825 , 92.8116 , 0.0671321 , 43.3004 , 12.7966 , 
1826 , 92.2979 , 0.067195 , 43.164 , 12.8203 , 
1827 , 91.8035 , 0.0672593 , 43.0263 , 12.8447 , 
1828 , 91.3284 , 0.0673249 , 42.8875 , 12.8698 , 
1829 , 90.8727 , 0.0673919 , 42.7475 , 12.8956 , 
1830 , 90.4364 , 0.0674601 , 42.6063 , 12.922 , 
1831 , 90.0195 , 0.0675295 , 42.4641 , 12.9489 , 
1832 , 89.622 , 0.0676002 , 42.3207 , 12.9765 , 
1833 , 89.2439 , 0.067672 , 42.1763 , 13.0045 , 
1834 , 88.8852 , 0.0677451 , 42.0308 , 13.0331 , 
1835 , 88.546 , 0.0678193 , 41.8843 , 13.0621 , 
1836 , 88.2262 , 0.0678946 , 41.7368 , 13.0916 , 
1837 , 87.9259 , 0.067971 , 41.5884 , 13.1215 , 
1838 , 87.645 , 0.0680485 , 41.439 , 13.1517 , 
1839 , 87.3837 , 0.0681271 , 41.2888 , 13.1823 , 
1840 , 87.1418 , 0.0682067 , 41.1376 , 13.2132 , 
1841 , 86.9194 , 0.0682873 , 40.9856 , 13.2444 , 
1842 , 86.7165 , 0.0683689 , 40.8328 , 13.2759 , 
1843 , 86.5332 , 0.0684514 , 40.6792 , 13.3075 , 
1844 , 86.3694 , 0.0685349 , 40.5248 , 13.3394 , 
1845 , 86.2251 , 0.0686192 , 40.3697 , 13.3714 , 
1846 , 86.1004 , 0.0687045 , 40.2139 , 13.4035 , 
1847 , 85.9953 , 0.0687906 , 40.0574 , 13.4357 , 
1848 , 85.9097 , 0.0688775 , 39.9002 , 13.468 , 
1849 , 85.8437 , 0.0689652 , 39.7424 , 13.5003 , 
1850 , 85.7973 , 0.0690537 , 39.584 , 13.5325 , 
1851 , 85.7704 , 0.0691429 , 39.4251 , 13.5648 , 
1852 , 85.7629 , 0.0692329 , 39.2656 , 13.597 , 
1853 , 85.7746 , 0.0693236 , 39.1056 , 13.6291 , 
1854 , 85.8051 , 0.069415 , 38.9451 , 13.6611 , 
1855 , 85.8543 , 0.0695071 , 38.7842 , 13.6929 , 
1856 , 85.9218 , 0.0695998 , 38.6229 , 13.7247 , 
1857 , 86.0076 , 0.0696932 , 38.4612 , 13.7563 , 
1858 , 86.1112 , 0.0697873 , 38.2992 , 13.7877 , 
1859 , 86.2325 , 0.0698819 , 38.1368 , 13.8189 , 
1860 , 86.3712 , 0.0699772 , 37.9742 , 13.8499 , 
1861 , 86.5271 , 0.0700731 , 37.8113 , 13.8807 , 
1862 , 86.6999 , 0.0701695 , 37.6482 , 13.9112 , 
1863 , 86.8894 , 0.0702665 , 37.4849 , 13.9414 , 
1864 , 87.0953 , 0.0703641 , 37.3215 , 13.9713 , 
1865 , 87.3173 , 0.0704622 , 37.158 , 14.001 , 
1866 , 87.5553 , 0.0705608 , 36.9944 , 14.0303 , 
1867 , 87.8089 , 0.0706599 , 36.8307 , 14.0592 , 
1868 , 88.078 , 0.0707595 , 36.6671 , 14.0878 , 
1869 , 88.3621 , 0.0708595 , 36.5034 , 14.1159 , 
1870 , 88.6611 , 0.07096 , 36.3399 , 14.1437 , 
1871 , 88.9748 , 0.0710609 , 36.1764 , 14.171 , 
1872 , 89.3028 , 0.0711622 , 36.013 , 14.1979 , 
1873 , 89.6449 , 0.0712639 , 35.8498 , 14.2243 , 
1874 , 90.0008 , 0.0713661 , 35.6868 , 14.2502 , 
1875 , 90.3703 , 0.0714685 , 35.524 , 14.2755 , 
1876 , 90.7531 , 0.0715713 , 35.3615 , 14.3004 , 
1877 , 91.1489 , 0.0716745 , 35.1993 , 14.3246 , 
1878 , 91.5575 , 0.071778 , 35.0374 , 14.3483 , 
1879 , 91.9785 , 0.0718817 , 34.8759 , 14.3714 , 
1880 , 92.4118 , 0.0719857 , 34.7148 , 14.3939 , 
1881 , 92.857 , 0.07209 , 34.5541 , 14.4157 , 
1882 , 93.3138 , 0.0721946 , 34.3939 , 14.4369 , 
1883 , 93.7821 , 0.0722993 , 34.2343 , 14.4574 , 
1884 , 94.2614 , 0.0724043 , 34.0751 , 14.4771 , 
1885 , 94.7516 , 0.0725095 , 33.9166 , 14.4962 , 
1886 , 95.2523 , 0.0726148 , 33.7587 , 14.5145 , 
1887 , 95.7633 , 0.0727203 , 33.6014 , 14.532 , 
1888 , 96.2843 , 0.072826 , 33.4449 , 14.5487 , 
1889 , 96.815 , 0.0729317 , 33.2891 , 14.5646 , 
1890 , 97.3551 , 0.0730376 , 33.134 , 14.5797 , 
1891 , 97.9043 , 0.0731435 , 32.9798 , 14.5939 , 
1892 , 98.4623 , 0.0732495 , 32.8264 , 14.6072 , 
1893 , 99.029 , 0.0733556 , 32.6739 , 14.6197 , 
1894 , 99.6038 , 0.0734616 , 32.5223 , 14.6311 , 
1895 , 100.187 , 0.0735677 , 32.3716 , 14.6417 , 
1896 , 100.777 , 0.0736738 , 32.222 , 14.6513 , 
1897 , 101.375 , 0.0737799 , 32.0734 , 14.6598 , 
1898 , 101.98 , 0.0738859 , 31.9258 , 14.6674 , 
1899 , 102.592 , 0.0739918 , 31.7794 , 14.6739 , 
1900 , 103.21 , 0.0740977 , 31.6341 , 14.6794 , 
1901 , 103.835 , 0.0742035 , 31.4901 , 14.6838 , 
1902 , 104.465 , 0.0743091 , 31.3472 , 14.6871 , 
1903 , 105.101 , 0.0744146 , 31.2055 , 14.6893 , 
1904 , 105.742 , 0.0745199 , 31.065 , 14.6904 , 
1905 , 106.387 , 0.074625 , 30.9258 , 14.6906 , 
1906 , 107.038 , 0.0747298 , 30.7878 , 14.6896 , 
1907 , 107.692 , 0.0748345 , 30.6511 , 14.6876 , 
1908 , 108.35 , 0.0749388 , 30.5157 , 14.6846 , 
1909 , 109.011 , 0.0750428 , 30.3815 , 14.6806 , 
1910 , 109.675 , 0.0751464 , 30.2487 , 14.6755 , 
1911 , 110.342 , 0.0752497 , 30.1171 , 14.6695 , 
1912 , 111.012 , 0.0753526 , 29.9869 , 14.6624 , 
1913 , 111.683 , 0.0754551 , 29.858 , 14.6543 , 
1914 , 112.355 , 0.0755571 , 29.7305 , 14.6453 , 
1915 , 113.029 , 0.0756586 , 29.6043 , 14.6352 , 
1916 , 113.704 , 0.0757597 , 29.4795 , 14.6242 , 
1917 , 114.379 , 0.0758602 , 29.356 , 14.6123 , 
1918 , 115.054 , 0.0759601 , 29.234 , 14.5993 , 
1919 , 115.729 , 0.0760594 , 29.1134 , 14.5855 , 
1920 , 116.403 , 0.0761582 , 28.9942 , 14.5707 , 
1921 , 117.076 , 0.0762562 , 28.8764 , 14.5549 , 
1922 , 117.748 , 0.0763536 , 28.76 , 14.5383 , 
1923 , 118.418 , 0.0764503 , 28.6452 , 14.5207 , 
1924 , 119.086 , 0.0765463 , 28.5318 , 14.5022 , 
1925 , 119.751 , 0.0766415 , 28.4199 , 14.4828 , 
1926 , 120.413 , 0.0767359 , 28.3095 , 14.4625 , 
1927 , 121.071 , 0.0768295 , 28.2006 , 14.4414 , 
1928 , 121.726 , 0.0769222 , 28.0932 , 14.4194 , 
1929 , 122.377 , 0.0770141 , 27.9873 , 14.3965 , 
1930 , 123.023 , 0.077105 , 27.883 , 14.3727 , 
1931 , 123.665 , 0.0771951 , 27.7803 , 14.3481 , 
1932 , 124.301 , 0.0772841 , 27.6791 , 14.3227 , 
1933 , 124.931 , 0.0773721 , 27.5796 , 14.2964 , 
1934 , 125.555 , 0.0774592 , 27.4816 , 14.2694 , 
1935 , 126.173 , 0.0775451 , 27.3852 , 14.2415 , 
1936 , 126.784 , 0.07763 , 27.2905 , 14.2128 , 
1937 , 127.387 , 0.0777138 , 27.1974 , 14.1833 , 
1938 , 127.983 , 0.0777964 , 27.106 , 14.153 , 
1939 , 128.571 , 0.0778778 , 27.0162 , 14.1219 , 
1940 , 129.15 , 0.077958 , 26.9281 , 14.0901 , 
1941 , 129.72 , 0.078037 , 26.8418 , 14.0575 , 
1942 , 130.281 , 0.0781148 , 26.7571 , 14.0242 , 
1943 , 130.832 , 0.0781912 , 26.6741 , 13.9901 , 
1944 , 131.373 , 0.0782663 , 26.5929 , 13.9553 , 
1945 , 131.903 , 0.07834 , 26.5134 , 13.9198 , 
1946 , 132.422 , 0.0784123 , 26.4357 , 13.8836 , 
1947 , 132.93 , 0.0784832 , 26.3597 , 13.8466 , 
1948 , 133.426 , 0.0785527 , 26.2856 , 13.809 , 
1949 , 133.91 , 0.0786206 , 26.2132 , 13.7706 , 
1950 , 134.381 , 0.078687 , 26.1427 , 13.7316 , 
1951 , 134.839 , 0.0787519 , 26.074 , 13.692 , 
1952 , 135.284 , 0.0788153 , 26.0071 , 13.6517 , 
1953 , 135.716 , 0.0788772 , 25.9419 , 13.6107 , 
1954 , 136.136 , 0.0789376 , 25.8785 , 13.5691 , 
1955 , 136.544 , 0.0789965 , 25.8167 , 13.5268 , 
